time,seconds_elapsed,z,y,x
1679441230409394400,16.99139453125,-0.08836158954203129,-1.0988526372939347,-1.1149123762130737
1679441230419366700,17.00136669921875,-0.35568566152751446,-0.6400760191261768,-0.9132226597853005
1679441230429338600,17.011338623046875,-1.7333482259392736,-0.03045008332133293,-0.8469901922039688
1679441230439310600,17.021310546875,-1.4405162032097578,0.4315215314954519,-0.6243932968258857
1679441230449282600,17.031282470703125,-0.35054771411716934,0.893627001824975,-0.2749674446118064
1679441230459254500,17.041254638671877,-0.46656829495728014,1.5001286681294441,-0.0015149163412861526
1679441230469223000,17.051222900390623,-0.7014490639775991,1.8532728284806013,-0.0796638307582587
1679441230479195100,17.061195068359375,-1.3938397922307253,2.0827450164556502,-0.6345043564736843
1679441230489166800,17.071166748046874,-1.1716454863041639,1.8848539616584776,-0.9449875520322472
1679441230499139000,17.08113916015625,-0.25278058284819127,1.315711427411437,-0.8215520918257534
1679441230509111000,17.091111083984377,-0.22857611591815946,0.6290028364479542,-0.45384325341880316
1679441230519083000,17.1010830078125,-1.2089192781656979,0.020999533408880233,-0.3180093532796949
1679441230529055200,17.11105517578125,-1.4754484003812074,-0.4233984307944774,-0.3826012140471488
1679441230539027000,17.12102685546875,-1.0705939265370368,-0.6184744281709194,-0.3781098209120333
1679441230548999200,17.130999267578126,-0.3088800712108612,-0.7225339375823736,-0.3858477216877043
1679441230558972200,17.14097216796875,0.18251871362030506,-0.797056971386075,-0.25927747058682143
1679441230568943900,17.15094384765625,-0.1985983262836933,-0.584498508810997,-0.10424480285048485
1679441230578916000,17.160916015625,-0.13037819201648235,-0.39813188759088514,0.0911551657833159
1679441230588887800,17.1708876953125,0.27103227885365483,-0.3392833927810192,0.49100730129554865
1679441230598860000,17.180860107421875,0.10795534780621528,-0.33554712886214255,0.7316803899817168
1679441230608832000,17.19083203125,-0.34262451990246773,-0.3628822950333357,0.7650847930639981
1679441230618804000,17.200803955078126,-0.09995441218018532,-0.4333522540539503,0.8111667452812195
1679441230628776200,17.210776123046877,0.2204658746987581,-0.4508230288147926,0.7459120366908609
1679441230638748000,17.220747802734376,-0.029511341166496275,-0.3772451669067144,0.5474651015765964
1679441230648720100,17.23072021484375,0.57798401235044,-0.0666083151564002,0.6879061301849783
1679441230658692000,17.240692138671875,0.7535282107830047,0.48416883357763285,0.7975821643039583
1679441230668664000,17.2506640625,0.14364859247803688,0.8609627495855092,0.4272423928715288
1679441230678636000,17.260635986328126,0.4737696046382189,0.8507964526191353,0.1132569613456726
1679441230688608000,17.27060791015625,0.9697136316835879,1.0791884441420436,0.8029584505148232
1679441230698580000,17.280580078125,0.6968658278405666,1.0817132864445447,1.4412613224886357
1679441230708552200,17.29055224609375,1.220399872601032,0.7722787962213158,1.3980524414896964
1679441230718524000,17.30052392578125,1.1579571526914834,0.7223381227493286,1.0824076984494924
1679441230728496000,17.31049609375,1.439478676855564,0.5333589809432625,0.9452839776955544
1679441230738467800,17.3204677734375,1.273828680449724,0.2334834694430232,0.7213590485841035
1679441230748441000,17.330441162109373,1.302690033274889,0.002453238371014595,0.2037465028271079
1679441230758413000,17.3404130859375,1.330092419463396,0.2733399712741375,-0.6737792590245604
1679441230768385000,17.350385009765624,1.719145513063669,1.0718044713705777,-1.2942460300564764
1679441230778357000,17.36035693359375,1.8403291757553815,1.8127739370927214,-1.2885804055102168
1679441230788329200,17.3703291015625,1.8596698360413313,1.9185864276513456,-1.1068740311861038
1679441230798301000,17.380301025390626,1.7746774306714534,1.74351043125242,-1.1191333549089728
1679441230808273200,17.390273193359373,1.3778151246249675,1.2692863608449696,-1.0438888749629258
1679441230818244900,17.400244873046876,1.3782137685537337,0.4589072588101029,-0.7050595095597207
1679441230828217000,17.410217041015624,1.6151351034909487,0.3413584454894066,-0.7868016809619963
1679441230838189000,17.42018896484375,1.4867068764984608,0.8085200301647186,-1.0543696447059512
1679441230848161000,17.4301611328125,1.2320809580445289,1.1020751064717769,-1.0839446987584234
1679441230858133000,17.440133056640626,1.6248627167791128,1.3396288940936327,-0.5693088307246565
1679441230868105000,17.45010498046875,1.4921990441739559,1.3572875926420092,-0.17810747304931282
1679441230878077000,17.460076904296876,1.5582359891831874,1.1041419758737088,-0.09390811775326728
1679441230888049200,17.470049072265624,1.4864800820052624,0.9979501306086778,-0.1985132783487439
1679441230898020900,17.480020751953123,1.427460906803608,1.0392378342866897,-0.4076651473507285
1679441230907993000,17.4899931640625,1.37721365160048,1.0550026819124818,-0.2912297020994127
1679441230917965000,17.499965087890626,1.7939590542465447,0.7633662987083196,0.005002630592882633
1679441230927937000,17.50993701171875,1.2396797426104544,0.4051631014019251,-0.10281725426539778
1679441230937910000,17.519909912109377,1.3537228858977555,0.28648849892169237,-0.23611951703503725
1679441230947882000,17.529882080078124,1.059575104394555,0.47014147726893424,-0.20212255488708614
1679441230957854000,17.53985400390625,0.6191536426067352,0.4826718730181455,-0.19135507715716957
1679441230967826200,17.549826171875,0.6389432157039642,0.3770025903224945,-0.36101416307389733
1679441230977798000,17.5597978515625,0.24540917729735373,0.34905367616713046,-0.5517937784306705
1679441230987770000,17.56977001953125,0.3937310222834348,0.2603302675753832,-0.6279778773143887
1679441230997741800,17.579741943359377,0.19834347473978994,0.18810031314492223,-0.6057885495990515
1679441231007714000,17.589714111328124,0.19606910006701944,0.08219897525906562,-0.39112157043740153
1679441231017686000,17.59968603515625,0.5359615646570921,-0.024715923583507535,-0.12513371549174188
1679441231027658000,17.609657958984375,0.10482114143371582,-0.1873702453047037,0.08463409345149993
1679441231037630200,17.619630126953126,-0.4946995799422264,-0.36855741806030273,0.3284923880450427
1679441231047602000,17.629601806640625,-0.49051323416829107,-0.48102469033300876,0.45499256958439943
1679441231057574100,17.63957421875,-0.2139829424202442,-0.5720452699512243,0.36382922049462796
1679441231067546000,17.649546142578124,-0.33480478606224057,-0.5162333663582801,0.27308322003409263
1679441231077518000,17.65951806640625,-0.25357377905249595,-0.42365035972893234,0.3039420302867889
1679441231087490000,17.669489990234375,0.007314122405648231,-0.3564227436304092,0.46782859721668063
1679441231097462000,17.6794619140625,0.011084873116016388,-0.24868074631392953,0.7013350822091102
1679441231107434000,17.68943408203125,-0.07912731272876262,-0.1836754824399948,0.8724918593376875
1679441231117406200,17.69940625,0.426554848998785,-0.23984978960454462,0.9380258232608437
1679441231127378000,17.7093779296875,-0.003266308319568634,-0.3021095541626215,0.8979493950687348
1679441231137350100,17.71935009765625,-0.36594168260395527,-0.3879091842621565,0.7917841455496847
1679441231147323100,17.7293232421875,0.26656360900700093,-0.4569616777002811,0.6928555692858993
1679441231157295000,17.739295166015626,0.1131266129642725,-0.275966812646389,0.6611075551085174
1679441231167267000,17.74926708984375,-0.4129126926153898,-0.03744856390655041,0.6090078039065003
1679441231177239000,17.759239013671873,-0.22913082719147204,0.15171557907760141,0.48902927922084927
1679441231187211000,17.7692109375,-0.1491805076420307,0.4188853372842073,0.45004152304828166
